building_id,n_rows,n_error,n_warn,error_frac,verdict,R001,R002,R003,R004,R005,R006,site_id,coverage,nonzero_frac
Bobcat_science_Tammy,17544,9,32,0.0005129958960328317,Conditional,0,1,19,0,13,8,Bobcat,0.9988,0.3476
Bobcat_education_Marisha,17544,8,85,0.00045599635202918376,Conditional,0,0,68,0,17,8,Bobcat,0.9986,0.2227
Bobcat_education_Dylan,17544,129,854,0.007352941176470588,Conditional,0,113,836,0,18,16,Bobcat,0.9981,0.2085
Bobcat_other_Howard,17544,57,1781,0.0032489740082079343,Conditional,0,49,1704,0,77,8,Bobcat,0.9952,0.8698
Bobcat_education_Angela,17544,7,53,0.0003989968080255358,Conditional,0,0,34,0,19,7,Bobcat,0.9985,0.7179
Crow_education_Omer,17544,1250,128,0.07124943000455997,Reject,0,0,117,0,11,1250,Crow,0.9281,0.3239
Crow_education_Keisha,17544,1254,65,0.07147742818057455,Reject,0,0,56,0,9,1254,Crow,0.928,0.3081
Crow_education_Winston,17544,1004,2,0.05722754217966256,Reject,0,0,0,0,2,1004,Crow,0.9427,0.3985
Hog_education_Hallie,17544,0,6,0.0,Conditional,0,0,6,0,0,0,Hog,1.0,0.3198
Hog_education_Wayne,17544,0,152,0.0,Conditional,0,0,152,0,0,0,Hog,1.0,0.7908
Hog_lodging_Shanti,17544,80,40,0.004559963520291838,Conditional,0,0,40,80,0,0,Hog,1.0,0.4713
Hog_office_Bryan,17544,0,1614,0.0,Conditional,0,0,1614,0,0,0,Hog,1.0,0.8199
Hog_office_Almeda,17544,0,421,0.0,Conditional,0,0,421,0,0,0,Hog,1.0,0.5801
Hog_office_Cornell,17544,24,61,0.0013679890560875513,Conditional,0,0,61,24,0,0,Hog,1.0,0.977
Hog_education_Martha,17544,2031,202,0.11576607387140903,Reject,0,0,202,2031,0,0,Hog,1.0,0.9961
Hog_office_Roger,17544,613,8,0.03494072047423621,Conditional,0,0,8,613,0,0,Hog,1.0,0.5143
Hog_office_Elizbeth,17544,0,3,0.0,Conditional,0,0,3,0,0,0,Hog,1.0,1.0
Hog_education_Donnie,17544,0,193,0.0,Conditional,0,0,193,0,0,0,Hog,1.0,0.4004
Hog_office_Candi,17544,0,176,0.0,Conditional,0,0,176,0,0,0,Hog,1.0,0.9359
Hog_office_Corey,17544,24,13,0.0013679890560875513,Conditional,0,0,13,24,0,0,Hog,1.0,0.3924
Hog_public_Kevin,17544,29,339,0.0016529867761057911,Conditional,0,4,334,25,5,0,Hog,0.9997,0.984
Hog_lodging_Shonda,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,0.9999
Hog_office_Marlene,17544,0,286,0.0,Conditional,0,0,286,0,0,0,Hog,1.0,0.6068
Hog_assembly_Edward,17544,0,31,0.0,Conditional,0,0,31,0,0,0,Hog,1.0,0.2983
Hog_education_Casandra,17544,0,22,0.0,Conditional,0,0,22,0,0,0,Hog,1.0,0.6239
Hog_office_Sarah,17544,0,248,0.0,Conditional,0,0,248,0,0,0,Hog,1.0,0.5896
Hog_assembly_Annemarie,17544,0,245,0.0,Conditional,0,0,245,0,0,0,Hog,1.0,0.6473
Hog_office_Sydney,17544,0,2,0.0,Conditional,0,0,2,0,0,0,Hog,1.0,0.5266
Hog_office_Terry,17544,0,2,0.0,Conditional,0,0,2,0,0,0,Hog,1.0,1.0
Hog_office_Shawna,17544,0,76,0.0,Conditional,0,0,76,0,0,0,Hog,1.0,0.5282
Hog_education_Janell,17544,2474,325,0.14101687186502507,Reject,0,2474,324,0,1,0,Hog,0.9999,1.0
Hog_office_Miriam,17544,0,4,0.0,Conditional,0,0,4,0,0,0,Hog,1.0,0.3494
Hog_office_Guadalupe,17544,1266,876,0.07216142270861833,Reject,0,1266,873,0,3,0,Hog,0.9998,1.0
Hog_education_Madge,17544,0,11,0.0,Conditional,0,0,11,0,0,0,Hog,1.0,0.3558
Hog_office_Nia,17544,0,80,0.0,Conditional,0,0,80,0,0,0,Hog,1.0,0.9262
Hog_office_Joey,17544,0,1,0.0,Conditional,0,0,1,0,0,0,Hog,1.0,0.9997
Hog_office_Napoleon,17544,0,118,0.0,Conditional,0,0,118,0,0,0,Hog,1.0,0.8059
Hog_office_Lanell,17544,0,79,0.0,Conditional,0,0,79,0,0,0,Hog,1.0,0.3263
Hog_education_Beth,17544,0,30,0.0,Conditional,0,0,30,0,0,0,Hog,1.0,1.0
Hog_office_Bessie,17544,5,1184,0.00028499772001823985,Conditional,0,5,1184,0,0,0,Hog,1.0,0.9995
Hog_office_Catharine,17544,0,496,0.0,Conditional,0,0,496,0,0,0,Hog,1.0,0.7864
Hog_office_Darline,17544,37,0,0.002108983128134975,Conditional,0,0,0,37,0,0,Hog,1.0,0.9335
Hog_office_Gustavo,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,0.2981
Hog_education_Sonia,17544,84,130,0.0047879616963064295,Conditional,0,0,130,84,0,0,Hog,1.0,0.8089
Hog_office_Rolando,17544,0,34,0.0,Conditional,0,0,34,0,0,0,Hog,1.0,0.9998
Hog_office_Charla,17544,68,78,0.003875968992248062,Conditional,0,0,78,68,0,0,Hog,1.0,0.8474
Hog_office_Simon,17544,0,478,0.0,Conditional,0,0,478,0,0,0,Hog,1.0,0.5506
Hog_office_Betsy,17544,0,9,0.0,Conditional,0,0,9,0,0,0,Hog,1.0,1.0
Hog_lodging_Ora,17544,0,3,0.0,Conditional,0,0,3,0,0,0,Hog,1.0,0.2005
Hog_office_Elnora,17544,195,46,0.011114911080711354,Conditional,0,0,31,195,15,0,Hog,0.9991,0.9998
Hog_office_Elke,17544,0,413,0.0,Conditional,0,0,413,0,0,0,Hog,1.0,0.5644
Hog_education_Luvenia,17544,311,32,0.01772685818513452,Conditional,0,0,32,311,0,0,Hog,1.0,0.8236
Hog_education_Cathleen,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,1.0
Hog_office_Mary,17544,0,5,0.0,Conditional,0,0,5,0,0,0,Hog,1.0,0.2639
Hog_health_Hisako,17544,0,24,0.0,Conditional,0,0,24,0,0,0,Hog,1.0,0.6071
Hog_parking_Bernardo,17544,0,11,0.0,Conditional,0,0,8,0,3,0,Hog,0.9998,0.999
Hog_office_Leanne,17544,0,16,0.0,Conditional,0,0,16,0,0,0,Hog,1.0,0.521
Hog_office_Josefina,17544,145,367,0.008264933880528956,Conditional,0,0,367,145,0,0,Hog,1.0,0.5909
Hog_office_Nancie,17544,0,1130,0.0,Conditional,0,0,1130,0,0,0,Hog,1.0,0.5824
Hog_education_Jared,17544,5773,67,0.3290583675330597,Reject,0,0,8,5742,59,31,Hog,0.9949,0.4465
Hog_health_Jenny,17544,0,439,0.0,Conditional,0,0,439,0,0,0,Hog,1.0,0.7559
Hog_office_Shon,17544,0,32,0.0,Conditional,0,0,32,0,0,0,Hog,1.0,0.2666
Hog_office_Corie,17544,177,424,0.01008891928864569,Conditional,0,0,424,177,0,0,Hog,1.0,0.9995
Hog_education_Bruno,17544,0,172,0.0,Conditional,0,0,172,0,0,0,Hog,1.0,0.4177
Hog_office_Catalina,17544,905,14,0.051584587323301415,Reject,0,0,14,905,0,0,Hog,1.0,0.2673
Hog_education_Caridad,17544,0,140,0.0,Conditional,0,0,140,0,0,0,Hog,1.0,0.9699
Hog_education_Roberto,17544,0,100,0.0,Conditional,0,0,100,0,0,0,Hog,1.0,0.6064
Hog_education_George,17544,0,30,0.0,Conditional,0,0,30,0,0,0,Hog,1.0,0.4786
Hog_public_Octavia,17544,0,13,0.0,Conditional,0,0,13,0,0,0,Hog,1.0,0.6078
Hog_assembly_Maribel,17544,0,22,0.0,Conditional,0,0,22,0,0,0,Hog,1.0,1.0
Hog_office_Darlene,17544,9,774,0.0005129958960328317,Conditional,0,9,774,0,0,0,Hog,1.0,0.9971
Hog_education_Mathilda,17544,3029,98,0.1726516187870497,Reject,0,0,98,3029,0,0,Hog,1.0,0.6277
Hog_office_Myles,17544,0,390,0.0,Conditional,0,0,390,0,0,0,Hog,1.0,0.9858
Hog_education_Jewel,17544,0,2,0.0,Conditional,0,0,2,0,0,0,Hog,1.0,0.5173
Hog_education_Leandro,17544,0,78,0.0,Conditional,0,0,78,0,0,0,Hog,1.0,0.4838
Hog_office_Eloise,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,0.4423
Hog_office_Byron,17544,0,15,0.0,Conditional,0,0,15,0,0,0,Hog,1.0,1.0
Hog_public_Gerard,17544,0,16,0.0,Conditional,0,0,16,0,0,0,Hog,1.0,0.5133
Hog_assembly_Pedro,17544,0,23,0.0,Conditional,0,0,23,0,0,0,Hog,1.0,0.4856
Hog_education_Odell,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,1.0
Hog_health_May,17544,24,17,0.0013679890560875513,Conditional,0,0,17,24,0,0,Hog,1.0,0.876
Hog_public_Brad,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,1.0
Hog_office_Emmanuel,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,0.4232
Hog_education_Haywood,17544,0,10,0.0,Conditional,0,0,10,0,0,0,Hog,1.0,0.6019
Hog_public_Crystal,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,0.3537
Hog_office_Cortney,17544,0,1642,0.0,Conditional,0,0,1642,0,0,0,Hog,1.0,0.8984
Hog_office_Vera,17544,0,0,0.0,Pass,0,0,0,0,0,0,Hog,1.0,0.2321
Hog_office_Richelle,17544,84,130,0.0047879616963064295,Conditional,0,0,130,84,0,0,Hog,1.0,0.9159
Hog_assembly_Jasmine,17544,0,2,0.0,Conditional,0,0,2,0,0,0,Hog,1.0,0.5717
Hog_office_Garrett,17544,36,558,0.002051983584131327,Conditional,0,0,545,0,13,36,Hog,0.9972,0.8799
Hog_office_Denita,17544,0,42,0.0,Conditional,0,0,42,0,0,0,Hog,1.0,0.2806
Eagle_office_Lamont,17544,548,4,0.031235750113999088,Conditional,0,0,4,548,0,0,Eagle,1.0,0.9319
Eagle_health_Athena,17544,78,2,0.004445964432284542,Conditional,0,0,2,78,0,0,Eagle,1.0,0.9926
Eagle_office_Ryan,17544,78,6,0.004445964432284542,Conditional,0,0,6,78,0,0,Eagle,1.0,0.6558
Eagle_public_Alvin,17544,78,115,0.004445964432284542,Conditional,0,0,115,78,0,0,Eagle,1.0,0.9673
Eagle_education_Raul,17544,0,22,0.0,Conditional,0,0,22,0,0,0,Eagle,1.0,0.9487
Eagle_education_Roman,17544,78,20,0.004445964432284542,Conditional,0,0,20,78,0,0,Eagle,1.0,0.9201
Eagle_office_Mandi,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.9318
Eagle_education_Jewell,17544,621,176,0.03539671682626539,Conditional,0,0,176,621,0,0,Eagle,1.0,0.6495
Eagle_office_Henriette,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.9664
Eagle_health_Reba,17544,78,82,0.004445964432284542,Conditional,0,0,82,78,0,0,Eagle,1.0,0.9945
Eagle_lodging_Edgardo,17544,78,37,0.004445964432284542,Conditional,0,0,36,78,1,0,Eagle,0.9999,0.9952
Eagle_office_Sonya,17544,78,159,0.004445964432284542,Conditional,0,0,159,78,0,0,Eagle,1.0,0.6887
Eagle_education_Cassie,17544,1040,97,0.05927952576379389,Reject,0,0,97,1040,0,0,Eagle,1.0,0.6172
Eagle_food_Jennifer,17544,121,40,0.006896944824441404,Conditional,0,0,40,121,0,0,Eagle,1.0,0.6142
Eagle_office_Yadira,17544,170,12,0.009689922480620155,Conditional,0,0,12,170,0,0,Eagle,1.0,0.6165
Eagle_education_Peter,17544,211,56,0.012026903784769722,Conditional,0,0,56,211,0,0,Eagle,1.0,0.9874
Eagle_health_Gregoria,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.9557
Eagle_lodging_Dawn,17544,78,4,0.004445964432284542,Conditional,0,0,4,78,0,0,Eagle,1.0,0.9318
Eagle_education_Shanna,17544,57,5,0.0032489740082079343,Conditional,0,0,5,57,0,0,Eagle,1.0,0.9927
Eagle_office_Nereida,17544,332,146,0.018923848609211126,Conditional,0,0,146,332,0,0,Eagle,1.0,0.9195
Eagle_lodging_Tressa,17544,78,2,0.004445964432284542,Conditional,0,0,2,78,0,0,Eagle,1.0,0.9934
Eagle_education_Eileen,17544,1109,376,0.0632124943000456,Reject,0,3,314,235,62,871,Eagle,0.9468,0.9081
Eagle_office_Efrain,17544,245,35,0.013964888280893753,Conditional,0,0,35,245,0,0,Eagle,1.0,0.4968
Eagle_office_Jeff,17544,206,47,0.011741906064751482,Conditional,0,0,47,206,0,0,Eagle,1.0,0.5051
Eagle_education_Wesley,17544,249,15,0.014192886456908345,Conditional,0,0,15,249,0,0,Eagle,1.0,0.9785
Eagle_assembly_Lacy,17544,78,19,0.004445964432284542,Conditional,0,0,19,78,0,0,Eagle,1.0,0.7055
Eagle_office_Chantelle,17544,78,4,0.004445964432284542,Conditional,0,0,4,78,0,0,Eagle,1.0,0.7657
Eagle_lodging_Andy,17544,95,340,0.005414956680346557,Conditional,0,17,340,78,0,0,Eagle,1.0,0.8631
Eagle_education_Sheena,17544,79,97,0.00450296397628819,Conditional,0,0,97,79,0,0,Eagle,1.0,0.6489
Eagle_office_Lane,17544,429,194,0.02445280437756498,Conditional,0,0,194,429,0,0,Eagle,1.0,0.8856
Eagle_health_Vincenza,17544,0,101,0.0,Conditional,0,0,101,0,0,0,Eagle,1.0,0.643
Eagle_assembly_Ian,17544,78,187,0.004445964432284542,Conditional,0,0,187,78,0,0,Eagle,1.0,0.5686
Eagle_education_Shante,17544,57,0,0.0032489740082079343,Conditional,0,0,0,57,0,0,Eagle,1.0,0.997
Eagle_office_Jackie,17544,57,101,0.0032489740082079343,Conditional,0,0,93,57,8,0,Eagle,0.9995,0.9955
Eagle_office_Isidro,17544,78,1841,0.004445964432284542,Conditional,0,0,1841,78,0,0,Eagle,1.0,0.9892
Eagle_office_Donovan,17544,662,988,0.03773369813041496,Conditional,0,0,988,662,0,0,Eagle,1.0,0.9114
Eagle_assembly_Estelle,17544,125,79,0.007124943000455996,Conditional,0,0,79,125,0,0,Eagle,1.0,0.5429
Eagle_office_Phyllis,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.9318
Eagle_education_Samantha,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.9873
Eagle_office_Randolph,17544,78,200,0.004445964432284542,Conditional,0,0,200,78,0,0,Eagle,1.0,0.9617
Eagle_education_April,17544,642,184,0.036593707250342,Conditional,0,0,184,642,0,0,Eagle,1.0,0.8192
Eagle_office_Freida,17544,78,1021,0.004445964432284542,Conditional,0,0,1021,78,0,0,Eagle,1.0,0.9014
Eagle_office_Francis,17544,78,8,0.004445964432284542,Conditional,0,0,8,78,0,0,Eagle,1.0,0.9938
Eagle_office_Sheree,17544,1320,319,0.07523939808481532,Reject,0,0,215,0,104,1320,Eagle,0.9188,0.8587
Eagle_education_Sherrill,17544,78,1,0.004445964432284542,Conditional,0,0,1,78,0,0,Eagle,1.0,0.9946
Eagle_office_Mable,17544,78,1073,0.004445964432284542,Conditional,0,0,1073,78,0,0,Eagle,1.0,0.8417
Eagle_education_Brooke,17544,78,3,0.004445964432284542,Conditional,0,0,3,78,0,0,Eagle,1.0,0.9954
Eagle_office_Demetra,17544,557,34,0.03174874601003192,Conditional,0,0,1,0,33,557,Eagle,0.9664,0.4367
Eagle_education_Alberto,17544,78,7,0.004445964432284542,Conditional,0,0,7,78,0,0,Eagle,1.0,0.9956
Eagle_food_Kay,17544,78,91,0.004445964432284542,Conditional,0,0,91,78,0,0,Eagle,1.0,0.9199
Eagle_public_Pearle,17544,312,136,0.017783857729138167,Conditional,0,0,20,312,116,0,Eagle,0.9934,0.545
Eagle_office_Elias,17544,141,46,0.008036935704514364,Conditional,0,0,44,141,2,0,Eagle,0.9999,0.7915
Eagle_health_Jodi,17544,151,139,0.008606931144550843,Conditional,0,0,139,151,0,0,Eagle,1.0,0.9922
Eagle_public_Preston,17544,352,300,0.020063839489284085,Conditional,0,0,300,352,0,0,Eagle,1.0,0.9452
Eagle_assembly_Latrina,17544,52,111,0.0029639762881896944,Conditional,0,0,111,52,0,0,Eagle,1.0,0.7269
Eagle_public_Ola,17544,997,192,0.05682854537163703,Reject,0,0,192,997,0,0,Eagle,1.0,0.8012
Eagle_public_Henry,17544,78,1302,0.004445964432284542,Conditional,0,0,1302,78,0,0,Eagle,1.0,0.995
Eagle_education_Norah,17544,78,73,0.004445964432284542,Conditional,0,0,73,78,0,0,Eagle,1.0,0.9761
Eagle_education_Will,17544,78,8,0.004445964432284542,Conditional,0,0,8,78,0,0,Eagle,1.0,0.9875
Eagle_lodging_Stephanie,17544,78,14,0.004445964432284542,Conditional,0,0,14,78,0,0,Eagle,1.0,0.9637
Eagle_assembly_Candice,17544,217,287,0.01236890104879161,Conditional,0,0,287,217,0,0,Eagle,1.0,0.2007
Eagle_public_Missy,17544,157,483,0.008948928408572731,Conditional,0,0,483,157,0,0,Eagle,1.0,0.738
Eagle_education_Petra,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.6156
Eagle_lodging_Terri,17544,162,1,0.009233926128590971,Conditional,0,0,1,162,0,0,Eagle,1.0,0.4744
Eagle_lodging_Trina,17544,78,5,0.004445964432284542,Conditional,0,0,5,78,0,0,Eagle,1.0,0.8569
Eagle_office_Lillian,17544,2582,378,0.14717282261741907,Reject,0,0,378,2582,0,0,Eagle,1.0,0.8665
Eagle_office_Damian,17544,2225,372,0.12682398540811674,Reject,0,0,372,2225,0,0,Eagle,1.0,0.8112
Eagle_health_Amy,17544,833,1568,0.04748062015503876,Conditional,0,0,1568,833,0,0,Eagle,1.0,0.9915
Eagle_health_Reuben,17544,78,25,0.004445964432284542,Conditional,0,0,25,78,0,0,Eagle,1.0,0.9941
Eagle_education_Teresa,17544,78,210,0.004445964432284542,Conditional,0,0,210,78,0,0,Eagle,1.0,0.995
Eagle_assembly_Josie,17544,52,111,0.0029639762881896944,Conditional,0,0,111,52,0,0,Eagle,1.0,0.7269
Eagle_office_Norbert,17544,57,3,0.0032489740082079343,Conditional,0,0,1,57,2,0,Eagle,0.9999,0.935
Eagle_lodging_Casey,17544,78,4,0.004445964432284542,Conditional,0,0,4,78,0,0,Eagle,1.0,0.9348
Eagle_office_Elvis,17544,2153,117,0.12272001823985408,Reject,0,0,117,2153,0,0,Eagle,1.0,0.5066
Eagle_office_Tia,17544,1144,228,0.06520747834017328,Reject,0,1,185,211,43,932,Eagle,0.9444,0.9745
Eagle_public_Minnie,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.9793
Eagle_office_Patrice,17544,78,1180,0.004445964432284542,Conditional,0,0,1180,78,0,0,Eagle,1.0,0.9952
Eagle_education_Luther,17544,78,0,0.004445964432284542,Conditional,0,0,0,78,0,0,Eagle,1.0,0.9945
Eagle_education_Paul,17544,79,97,0.00450296397628819,Conditional,0,0,97,79,0,0,Eagle,1.0,0.6489
Eagle_assembly_Margret,17544,482,212,0.02747378020975832,Conditional,0,0,10,78,202,404,Eagle,0.9655,0.9642
Eagle_office_Marisela,17544,548,4,0.031235750113999088,Conditional,0,0,4,548,0,0,Eagle,1.0,0.9318
Eagle_education_Shana,17544,78,164,0.004445964432284542,Conditional,0,0,164,78,0,0,Eagle,1.0,0.9925
Cockatoo_lodging_Aimee,17544,640,263,0.0364797081623347,Conditional,0,0,253,0,10,640,Cockatoo,0.963,0.9576
Cockatoo_assembly_Rodger,17544,1669,8,0.09513223894208846,Reject,0,0,0,0,8,1669,Cockatoo,0.9044,1.0
Cockatoo_office_Rodney,17544,1691,7,0.09638622891016872,Reject,0,0,0,0,7,1691,Cockatoo,0.9032,1.0
Cockatoo_education_Eunice,17544,1670,72,0.0951892384860921,Reject,0,0,59,0,13,1670,Cockatoo,0.9041,1.0
Cockatoo_lodging_Katharine,17544,1691,23,0.09638622891016872,Reject,0,0,11,0,12,1691,Cockatoo,0.9029,1.0
Cockatoo_education_Priscilla,17544,1670,8,0.0951892384860921,Reject,0,0,0,0,8,1670,Cockatoo,0.9044,0.9999
Cockatoo_education_Mayra,17544,1669,9,0.09513223894208846,Reject,0,0,1,0,8,1669,Cockatoo,0.9044,0.9999
Cockatoo_assembly_Emilio,17544,1691,196,0.09638622891016872,Reject,0,0,181,0,15,1691,Cockatoo,0.9028,0.5799
Cockatoo_office_Delores,17544,1691,53,0.09638622891016872,Reject,0,0,45,0,8,1691,Cockatoo,0.9032,0.9983
Cockatoo_office_Kristin,17544,1709,55,0.09741222070223438,Reject,0,0,40,0,15,1709,Cockatoo,0.9017,1.0
Cockatoo_science_Rex,17544,1670,7,0.0951892384860921,Reject,0,0,0,0,7,1670,Cockatoo,0.9044,1.0
Cockatoo_education_Laurence,17544,1669,10,0.09513223894208846,Reject,0,0,2,0,8,1669,Cockatoo,0.9044,1.0
Cockatoo_education_Brendan,17544,1694,514,0.09655722754217966,Reject,0,0,506,0,8,1694,Cockatoo,0.903,0.3715
Cockatoo_office_Georgia,17544,1669,16,0.09513223894208846,Reject,0,0,0,0,16,1669,Cockatoo,0.904,0.988
Cockatoo_education_Magdalena,17544,1670,148,0.0951892384860921,Reject,0,0,138,0,10,1670,Cockatoo,0.9042,0.5519
Cockatoo_lodging_Alicia,17544,1669,32,0.09513223894208846,Reject,0,0,22,0,10,1669,Cockatoo,0.9043,0.4457
Cockatoo_lodging_Fritz,17544,1671,10,0.09524623803009576,Reject,0,0,1,0,9,1671,Cockatoo,0.9042,0.5081
Cockatoo_lodging_Tessie,17544,1671,246,0.09524623803009576,Reject,0,0,238,0,8,1671,Cockatoo,0.9043,0.9358
Cockatoo_education_Brigitte,17544,1670,8,0.0951892384860921,Reject,0,0,1,0,7,1670,Cockatoo,0.9044,0.9723
Cockatoo_education_Erik,17544,1691,497,0.09638622891016872,Reject,0,0,488,0,9,1691,Cockatoo,0.9031,0.936
Cockatoo_education_Charity,17544,1685,19,0.09604423164614682,Reject,0,0,0,0,19,1685,Cockatoo,0.9029,0.9999
Cockatoo_education_Nelda,17544,1669,23,0.09513223894208846,Reject,0,0,0,0,23,1669,Cockatoo,0.9036,1.0
Cockatoo_education_Terrence,17544,1670,37,0.0951892384860921,Reject,0,0,29,0,8,1670,Cockatoo,0.9044,0.9974
Cockatoo_office_Pansy,17544,1692,36,0.09644322845417237,Reject,0,0,24,0,12,1692,Cockatoo,0.9029,0.9981
Cockatoo_lodging_Emory,17544,1669,65,0.09513223894208846,Reject,0,0,57,0,8,1669,Cockatoo,0.9044,1.0
Cockatoo_education_Jon,17544,1669,9,0.09513223894208846,Reject,0,0,1,0,8,1669,Cockatoo,0.9044,1.0
Cockatoo_office_Alton,17544,1691,14,0.09638622891016872,Reject,0,0,0,0,14,1691,Cockatoo,0.9028,0.9999
Cockatoo_office_Laila,17544,1669,8,0.09513223894208846,Reject,0,0,0,0,8,1669,Cockatoo,0.9044,0.9526
Cockatoo_lodging_Albert,17544,1669,14,0.09513223894208846,Reject,0,0,1,0,13,1669,Cockatoo,0.9041,0.5131
Cockatoo_education_Rita,17544,1692,110,0.09644322845417237,Reject,0,0,98,0,12,1692,Cockatoo,0.9029,0.8938
Cockatoo_lodging_Ana,17544,1692,12,0.09644322845417237,Reject,0,0,0,0,12,1692,Cockatoo,0.9029,0.335
Cockatoo_office_Gail,17544,1691,10,0.09638622891016872,Reject,0,0,0,0,10,1691,Cockatoo,0.903,1.0
Cockatoo_education_Orlando,17544,1691,7,0.09638622891016872,Reject,0,0,0,0,7,1691,Cockatoo,0.9032,0.9996
Cockatoo_office_Giovanni,17544,1724,75,0.09826721386228911,Reject,0,0,66,0,9,1724,Cockatoo,0.9012,0.9999
Cockatoo_office_Roxanna,17544,1669,16,0.09513223894208846,Reject,0,0,8,0,8,1669,Cockatoo,0.9044,1.0
Cockatoo_lodging_Raphael,17544,1671,12,0.09524623803009576,Reject,0,0,0,0,12,1671,Cockatoo,0.9041,1.0
Cockatoo_religion_Diedre,17544,1669,13,0.09513223894208846,Reject,0,0,0,0,13,1669,Cockatoo,0.9041,0.9999
Cockatoo_office_Nola,17544,1670,8,0.0951892384860921,Reject,0,0,0,0,8,1670,Cockatoo,0.9044,0.9981
Cockatoo_assembly_Doyle,17544,1716,49,0.09781121751025992,Reject,0,0,35,0,14,1716,Cockatoo,0.9014,0.9765
Cockatoo_education_Janet,17544,1688,28,0.09621523027815777,Reject,0,0,21,0,7,1688,Cockatoo,0.9034,1.0
Cockatoo_education_Minh,17544,1669,38,0.09513223894208846,Reject,0,0,30,0,8,1669,Cockatoo,0.9044,1.0
Cockatoo_education_June,17544,1685,46,0.09604423164614682,Reject,0,0,38,0,8,1685,Cockatoo,0.9035,0.988
Cockatoo_education_Lionel,17544,1692,125,0.09644322845417237,Reject,0,0,118,0,7,1692,Cockatoo,0.9032,0.8829
Cockatoo_public_Leah,17544,1710,39,0.09746922024623803,Reject,0,0,30,0,9,1710,Cockatoo,0.902,0.79
Cockatoo_health_Ashlie,17544,1669,10,0.09513223894208846,Reject,0,0,1,0,9,1669,Cockatoo,0.9044,0.997
