building_id,n_rows,n_obs,coverage,n_zero,zero_frac,n_neg,median,p99,max_gap_h,n_gap_ge6,flat_max_h,site_id
Bull_education_Dora,17544,17525,0.9989170086639307,323,0.018430813124108415,0,855.2635,2495.0486679999944,1,0,25,Bull
Bull_education_Jae,17544,17526,0.9989740082079344,319,0.018201529156681502,0,2765.84635,6042.3771,1,0,25,Bull
Bull_education_Hayley,17544,17527,0.999031007751938,279,0.015918297483882012,0,1194.5241,3262.9824560000006,1,0,25,Bull
Bull_assembly_Beau,17544,17516,0.9984040127678978,253,0.014443936971911396,0,2877.2841,9897.104029999991,2,0,82,Bull
Bull_education_Pablo,17544,17517,0.9984610123119015,376,0.021464862704801052,0,345.4447,825.149124,1,0,82,Bull
Bull_education_Pamela,17544,17513,0.9982330141358869,255,0.0145606121167133,0,1363.2267,3439.9620440000003,2,0,82,Bull
Bull_office_Trevor,17544,17508,0.9979480164158687,254,0.014507653644048435,0,374.5101,777.5823340000001,2,0,82,Bull
Bull_office_Debbie,17544,17517,0.9984610123119015,279,0.015927384826168865,0,485.4533,1025.390824,1,0,82,Bull
Bull_education_Antonia,17544,17512,0.9981760145918832,355,0.020271813613522156,0,2980.9918,6283.052958999998,1,0,82,Bull
Bull_office_Chantel,17544,17511,0.9981190150478796,282,0.016104163097481583,0,1117.9648,2193.4937600000003,1,0,82,Bull
Bull_education_Venita,17544,17518,0.9985180118559052,285,0.016268980477223426,0,247.4885,699.9999759999995,1,0,82,Bull
Bull_education_Brain,17544,17517,0.9984610123119015,276,0.01575612262373694,0,2632.7023,6642.533276000001,1,0,82,Bull
Bull_education_Fabiola,17544,17529,0.9991450068399452,409,0.023332762850134064,0,870.9711,2928.1792,1,0,130,Bull
Bull_education_Sebastian,17544,17509,0.9980050159598723,278,0.01587754868924553,0,467.1481,939.7088199999994,1,0,82,Bull
Bull_education_Olive,17544,17519,0.9985750113999088,278,0.01586848564415777,0,396.8966,1085.414116,1,0,82,Bull
Bull_office_Sally,17544,17526,0.9989740082079344,416,0.023736163414355815,0,302.3415,1696.674475,1,0,25,Bull
Bull_education_Matilda,17544,17509,0.9980050159598723,306,0.01747672625506882,0,971.2773,2732.9542039999965,9,1,53,Bull
Bull_education_Elva,17544,17511,0.9981190150478796,277,0.015818628290788648,0,520.4551,986.5891800000003,1,0,82,Bull
Bull_education_Carl,17544,17526,0.9989740082079344,503,0.028700216820723497,0,3673.8601,8913.755225,1,0,25,Bull
Bull_education_Nichole,17544,17513,0.9982330141358869,278,0.015873922229201164,0,1411.7104,3051.233492000001,2,0,82,Bull
Bull_lodging_Jeremiah,17544,17507,0.997891016871865,278,0.015879362540698008,0,938.2541,1444.115,2,0,82,Bull
Bull_assembly_Lance,17544,17509,0.9980050159598723,280,0.01599177565823291,0,3597.6718,6768.263759999997,1,0,82,Bull
Bull_education_Annette,17544,17512,0.9981760145918832,429,0.024497487437185928,0,1539.9688,3189.8936179999987,2,0,130,Bull
Bull_education_Violeta,17544,17500,0.9974920200638395,2048,0.11702857142857143,0,785.50655,2611.684758999999,26,1,1317,Bull
Bull_education_Stewart,17544,17525,0.9989170086639307,354,0.020199714693295293,0,889.2760000000001,2165.8657759999996,1,0,47,Bull
Bull_assembly_Nathanial,17544,17501,0.9975490196078431,485,0.027712702131306784,0,2636.784,4708.4629,1,0,189,Bull
Bull_lodging_Terence,17544,17490,0.996922024623803,1425,0.08147512864493997,0,291.1481,739.373,2,0,1038,Bull
Bull_lodging_Perry,17544,17518,0.9985180118559052,278,0.01586939148304601,0,473.2087,1009.3715,1,0,82,Bull
Bull_education_Mervin,17544,17515,0.9983470132238942,278,0.015872109620325436,0,1585.3601,2621.9790380000004,1,0,82,Bull
Bull_education_Lenny,17544,17518,0.9985180118559052,279,0.015926475625071355,0,288.1798,649.0639539999997,1,0,82,Bull
Bull_assembly_Vanessa,17544,17510,0.998062015503876,326,0.018617932609937177,0,1877.6216,2848.010843,2,0,82,Bull
Bull_education_Dottie,17544,17525,0.9989170086639307,599,0.03417974322396576,0,11390.4012,26449.018131999997,2,0,197,Bull
Bull_education_Nina,17544,17518,0.9985180118559052,279,0.015926475625071355,0,2479.0269,4858.032126999998,1,0,82,Bull
Bull_education_Gregory,17544,17513,0.9982330141358869,278,0.015873922229201164,0,619.2775,1443.9912,1,0,82,Bull
Bull_education_Kendra,17544,17370,0.9900820793433652,345,0.019861830742659757,0,3854.3129,7265.625088000001,143,1,82,Bull
Bull_lodging_Hugo,17544,17522,0.9987460100319198,277,0.015808697637256022,0,760.6465,1459.1264690000005,1,0,53,Bull
Bull_office_Yvonne,17544,17449,0.9945850433196535,460,0.02636254226603244,0,1446.5887,2494.1977360000005,2,0,52,Bull
Bull_education_Brenda,17544,17527,0.999031007751938,1713,0.09773492326125406,0,1466.9963,3549.5619520000046,1,0,1067,Bull
Bull_education_Bernice,17544,17526,0.9989740082079344,574,0.03275134086500057,0,1915.1592,5214.54025,1,0,237,Bull
Bull_assembly_Maren,17544,17526,0.9989740082079344,577,0.032922515120392556,0,587.0582999999999,2656.356475,1,0,101,Bull
Bull_education_Racheal,17544,17513,0.9982330141358869,283,0.01615942442756809,0,4032.6625,7958.429012000001,2,0,82,Bull
Bull_education_Luke,17544,17511,0.9981190150478796,281,0.016047056136142997,0,2744.8821,4305.778140000001,1,0,82,Bull
Bobcat_education_Toni,17544,17524,0.998860009119927,17414,0.9937228943163662,0,0.0,0.0,7,1,7503,Bobcat
Bobcat_office_Kassandra,17544,17519,0.9985750113999088,15928,0.9091843141731833,0,0.0,9.449084,9,1,15424,Bobcat
Bobcat_assembly_Camilla,17544,17519,0.9985750113999088,14496,0.8274444888406872,0,0.0,0.0584,8,1,11176,Bobcat
Bobcat_education_Seth,17544,1278,0.0728454172366621,254,0.19874804381846636,0,6.0124,18.037,16264,1,6,Bobcat
Bobcat_assembly_Franklin,17544,0,0.0,0,0.0,0,,,17544,0,0,Bobcat
Bobcat_assembly_Billy,17544,17523,0.9988030095759234,13538,0.7725846030930776,0,0.0,94.460878,8,1,13388,Bobcat
Bobcat_education_Jayne,17544,17525,0.9989170086639307,16258,0.9277032810271041,0,0.0,0.0005,8,1,3877,Bobcat
Bobcat_education_Karin,17544,17274,0.9846101231190151,16522,0.9564663656362162,0,0.0,8.6192,11,10,15424,Bobcat
Bobcat_education_Rosalva,17544,17468,0.9956680346557227,13474,0.7713533318067323,0,0.0,76.442633,51,2,10598,Bobcat
Bobcat_public_Angie,17544,16100,0.9176926584587324,16099,0.9999378881987577,0,0.0,0.0,1422,2,14322,Bobcat
Bobcat_education_Emile,17544,17522,0.9987460100319198,16488,0.940988471635658,0,0.0,17.1779,9,1,15425,Bobcat
Bobcat_other_Jovita,17544,17497,0.9973210214318285,11373,0.6499971423672629,0,0.0,68.71290400000001,20,3,1912,Bobcat
Bobcat_education_Miki,17544,17521,0.9986890104879161,8116,0.4632155698875635,0,8.5753,94.4823,8,1,2561,Bobcat
Bobcat_education_Alissa,17544,17504,0.9977200182398541,11704,0.6686471663619744,0,0.0,43.8001,9,2,3267,Bobcat
Bobcat_education_Monte,17544,17450,0.9946420428636571,15349,0.8795988538681948,0,0.0,2.5768,16,6,13429,Bobcat
Bobcat_science_Tammy,17544,17523,0.9988030095759234,11432,0.6523997032471609,0,0.0,103.0798,8,1,6963,Bobcat
Bobcat_education_Marisha,17544,17519,0.9985750113999088,13617,0.7772703921456704,0,0.0,17.1781,8,1,13385,Bobcat
Bobcat_assembly_Adam,17544,15334,0.874031007751938,14739,0.9611973392461197,0,0.0,0.773,1422,40,8565,Bobcat
Bobcat_education_Dylan,17544,17510,0.998062015503876,13859,0.7914905768132495,0,0.0,0.4289309999999994,9,2,7503,Bobcat
Bobcat_education_Whitney,17544,16102,0.9178066575467396,16102,1.0,0,0.0,0.0,1422,2,16102,Bobcat
Bobcat_other_Howard,17544,17459,0.9951550387596899,2273,0.1301907325734578,0,29.3323,875.0980779999982,8,1,661,Bobcat
Bobcat_education_Angela,17544,17518,0.9985180118559052,4942,0.28210982988925676,0,17.1946,163.19498299999998,7,1,1284,Bobcat
Crow_education_Omer,17544,16283,0.9281235750113999,11009,0.676103912055518,0,0.0,365.63247000000007,1250,1,5241,Crow
Crow_education_Keisha,17544,16281,0.9280095759233926,11265,0.6919108162889257,0,0.0,133.77234,1247,2,5357,Crow
Crow_education_Kate,17544,15437,0.8799019607843137,10248,0.6638595582043143,0,0.0,249.1104,1100,3,5231,Crow
Crow_education_Winston,17544,16538,0.9426584587323301,9947,0.6014632966501391,0,0.0,387.09259499999985,913,2,5228,Crow
Crow_education_Marlin,17544,12348,0.7038303693570451,8469,0.6858600583090378,0,0.0,744.4607960000002,912,213,4689,Crow
Swan_unknown_Rocco,17544,8735,0.49789101687186504,79,0.0090440755580996,0,302.7948,3018.213462,8785,1,37,Swan
Swan_unknown_Allison,17544,8727,0.49743502051983585,112,0.012833734387532944,0,4.3581,309.24476999999996,8785,1,37,Swan
Swan_unknown_Christoper,17544,8725,0.49732102143182855,272,0.031174785100286533,0,157.034,682.9150960000001,8785,1,37,Swan
Swan_unknown_Jerold,17544,8725,0.49732102143182855,83,0.009512893982808022,0,1081.3273,3686.9170560000002,8785,1,37,Swan
Swan_unknown_Valeria,17544,8718,0.496922024623803,3800,0.43587978894241797,0,11.684550000000002,600.4333109999999,8785,1,138,Swan
Swan_unknown_Isaiah,17544,8733,0.49777701778385774,65,0.0074430321768006414,0,128.0492,1833.20496,8785,1,37,Swan
Swan_unknown_Esteban,17544,8737,0.49800501595987234,1846,0.21128533821677922,0,29.5187,2026.9982159999977,8785,1,66,Swan
Swan_unknown_Wendy,17544,8737,0.49800501595987234,2434,0.27858532677120296,0,51.9418,447.90698799999944,8785,1,155,Swan
Swan_unknown_Douglas,17544,8733,0.49777701778385774,83,0.009504179548837742,0,322.4294,2507.3421280000007,8785,1,37,Swan
Swan_unknown_Darrin,17544,8729,0.49754901960784315,94,0.010768702027723679,0,108.7231,551.9195319999997,8785,1,37,Swan
Swan_unknown_Rudy,17544,8729,0.49754901960784315,73,0.008362928170466261,0,364.8011,1662.82086,8785,1,37,Swan
Swan_unknown_Noelia,17544,8733,0.49777701778385774,572,0.06549868315584564,0,3.7061,180.37586,8785,1,65,Swan
Swan_unknown_Raquel,17544,8730,0.49760601915184677,90,0.010309278350515464,0,246.8029,1391.943479999999,8785,1,37,Swan
Swan_unknown_Tom,17544,8749,0.4986890104879161,677,0.07738027203108927,0,0.0777,708.8491880000003,8785,1,41,Swan
Swan_unknown_Ike,17544,8727,0.49743502051983585,4748,0.5440586685000572,0,0.0,499.6025019999998,8785,1,234,Swan
Swan_unknown_Reyna,17544,8731,0.49766301869585045,72,0.00824647806665903,0,112.5751,1152.7073300000006,8785,1,37,Swan
Swan_unknown_Yoshiko,17544,8733,0.49777701778385774,6036,0.6911714187564411,0,0.0,251.03480400000004,8785,1,541,Swan
Swan_unknown_Andres,17544,8729,0.49754901960784315,68,0.007790124871119257,0,691.6832,2439.131071999998,8785,1,37,Swan
Swan_unknown_Fabian,17544,8729,0.49754901960784315,101,0.011570626646809485,0,117.2933,538.4262319999996,8785,1,37,Swan
Swan_unknown_Jan,17544,8727,0.49743502051983585,82,0.009396126962300905,0,517.3082,2278.662935999999,8785,1,37,Swan
Hog_education_Hallie,17544,17544,1.0,11933,0.6801755585955312,0,0.0,286.5086,0,0,4196,Hog
Hog_education_Wayne,17544,17544,1.0,3671,0.2092453260373917,0,20.5068,403.1042,0,0,184,Hog
Hog_lodging_Shanti,17544,17544,1.0,9275,0.5286707706338349,0,0.0,2002.7949089999993,0,0,5206,Hog
Hog_office_Bryan,17544,17544,1.0,3160,0.1801185590515276,0,19.9208,786.2875,0,0,106,Hog
Hog_office_Almeda,17544,17544,1.0,7366,0.41985864113087096,0,4.6873,241.6867,0,0,3143,Hog
Hog_office_Cornell,17544,17544,1.0,403,0.022970816233470134,0,856.01045,12761.551212999999,0,0,74,Hog
Hog_education_Martha,17544,17544,1.0,68,0.003875968992248062,0,46.8726,1551.4823,0,0,2031,Hog
Hog_office_Roger,17544,17544,1.0,8521,0.48569311445508434,0,12.889949999999999,2713.9222,0,0,1169,Hog
Hog_office_Elizbeth,17544,17544,1.0,0,0.0,0,42.1853,561.6330629999998,0,0,18,Hog
Hog_office_Marlena,17544,17544,1.0,14706,0.8382352941176471,0,0.0,473.5800099999999,0,0,4266,Hog
Hog_education_Donnie,17544,17544,1.0,10520,0.5996352029183767,0,0.0,1003.7410829999997,0,0,3942,Hog
Hog_office_Candi,17544,17544,1.0,1125,0.06412448700410396,0,351.5443,8573.656367,0,0,163,Hog
Hog_office_Corey,17544,17544,1.0,10660,0.6076151390788874,0,0.0,911.6716,0,0,4344,Hog
Hog_office_Cordelia,17544,17544,1.0,14887,0.8485522115823073,0,0.0,516.7702,0,0,5082,Hog
Hog_public_Kevin,17544,17539,0.9997150022799818,280,0.015964422144934147,0,590.5945,5702.611425999995,1,0,25,Hog
Hog_lodging_Shonda,17544,17544,1.0,1,5.699954400364797e-05,0,182.21710000000002,667.9342,0,0,9,Hog
Hog_office_Marlene,17544,17544,1.0,6898,0.39318285453716373,0,0.952,210.947462,0,0,6898,Hog
Hog_assembly_Edward,17544,17544,1.0,12311,0.7017213862289101,0,0.0,124.2123,0,0,3881,Hog
Hog_education_Casandra,17544,17544,1.0,6598,0.3760829913360693,0,221.4729,5577.496834999999,0,0,6565,Hog
Hog_office_Sarah,17544,17544,1.0,7200,0.4103967168262654,0,42.7712,4281.973951999999,0,0,1882,Hog
Hog_assembly_Annemarie,17544,17544,1.0,6188,0.35271317829457366,0,178.1158,9423.057771999998,0,0,432,Hog
Hog_office_Sydney,17544,17544,1.0,8305,0.4733812129502964,0,37.1318,324.7595529999999,0,0,4204,Hog
Hog_office_Terry,17544,17544,1.0,0,0.0,0,393.7296,4902.367626,0,0,11,Hog
Hog_office_Shawna,17544,17544,1.0,8278,0.4718422252621979,0,10.5463,782.2681259999996,0,0,4655,Hog
Hog_education_Janell,17544,17543,0.9999430004559964,0,0.0,0,1528.9249,1220750.8314779995,1,0,3,Hog
Hog_office_Miriam,17544,17544,1.0,11415,0.6506497948016415,0,0.0,135.86759099999995,0,0,4370,Hog
Hog_office_Guadalupe,17544,17541,0.999829001367989,0,0.0,0,39.8417,745.9770799999982,2,0,16,Hog
Hog_education_Madge,17544,17544,1.0,11301,0.6441518467852257,0,0.0,830.8164,0,0,4370,Hog
Hog_office_Nia,17544,17544,1.0,1295,0.07381440948472412,0,1894.54925,12825.619020999999,0,0,65,Hog
Hog_office_Joey,17544,17544,1.0,6,0.0003419972640218878,0,3309.2039,15145.185764999998,0,0,11,Hog
Hog_office_Napoleon,17544,17544,1.0,3405,0.19408344733242133,0,51.5598,1062.9997519999993,0,0,41,Hog
Hog_office_Lanell,17544,17544,1.0,11819,0.6736776105791153,0,0.0,937.2815889999995,0,0,3042,Hog
Hog_education_Beth,17544,17544,1.0,0,0.0,0,157.0231,2293.404851999999,0,0,8,Hog
Hog_office_Bessie,17544,17544,1.0,9,0.0005129958960328317,0,7.0309,468.30685299999993,0,0,11,Hog
Hog_assembly_Arlie,17544,17544,1.0,17544,1.0,0,0.0,0.0,0,0,17544,Hog
Hog_office_Catharine,17544,17544,1.0,3747,0.21357729138166895,0,116.0096,4024.6786259999994,0,0,759,Hog
Hog_office_Darline,17544,17544,1.0,1166,0.06646146830825353,0,294.1254,693.7141,0,0,1166,Hog
Hog_office_Gustavo,17544,17544,1.0,12315,0.7019493844049247,0,0.0,871.0740889999994,0,0,3785,Hog
Hog_education_Sonia,17544,17544,1.0,3353,0.19111947104423166,0,703.0887,5620.3149,0,0,1065,Hog
Hog_office_Rolando,17544,17544,1.0,3,0.0001709986320109439,0,459.3513,8086.679638999997,0,0,22,Hog
Hog_office_Charla,17544,17544,1.0,2678,0.15264477884176927,0,14.0618,799.1774,0,0,135,Hog
Hog_office_Simon,17544,17544,1.0,7885,0.44944140446876424,0,9.9604,490.9902,0,0,3261,Hog
Hog_office_Betsy,17544,17544,1.0,0,0.0,0,264.8301,3720.3408889999996,0,0,6,Hog
Hog_lodging_Ora,17544,17544,1.0,14026,0.7994756041951664,0,0.0,1556.0845729999999,0,0,12011,Hog
Hog_office_Elnora,17544,17529,0.9991450068399452,3,0.00017114495978093444,0,517.942,3516.0292,4,0,128,Hog
Hog_office_Elke,17544,17544,1.0,7642,0.4355905152758778,0,4.6873,344.84736299999986,0,0,895,Hog
Hog_education_Luvenia,17544,17544,1.0,3095,0.17641358869129048,0,1162.4399,9792.337521999998,0,0,987,Hog
Hog_education_Cathleen,17544,17544,1.0,0,0.0,0,667.9342,2977.7445089999997,0,0,4,Hog
Hog_office_Mary,17544,17544,1.0,12915,0.7361491108071135,0,0.0,921.0461,0,0,3086,Hog
Hog_health_Hisako,17544,17544,1.0,6893,0.39289785681714545,0,84.3706,1996.7718,0,0,3141,Hog
Hog_parking_Bernardo,17544,17541,0.999829001367989,17,0.0009691579727495582,0,18.1631,187.2412599999999,2,0,8,Hog
Hog_office_Leanne,17544,17544,1.0,8403,0.4789671682626539,0,14.0618,587.0790000000001,0,0,4273,Hog
Hog_office_Josefina,17544,17544,1.0,7177,0.40908572731418147,0,22.2645,2027.4030089999994,0,0,927,Hog
Hog_office_Nancie,17544,17544,1.0,7326,0.417578659370725,0,11.7181,1049.9457,0,0,3191,Hog
Hog_education_Jared,17544,17454,0.9948700410396717,9661,0.5535120889194454,0,0.0,46.7994,9,4,5742,Hog
Hog_health_Jenny,17544,17544,1.0,4283,0.24412904696762425,0,3.8084,759.2302349999998,0,0,1465,Hog
Hog_office_Shon,17544,17544,1.0,12867,0.7334131326949385,0,0.0,1052.037363,0,0,3194,Hog
Hog_office_Corie,17544,17544,1.0,8,0.00045599635202918376,0,39.8417,1412.7043259999996,0,0,103,Hog
Hog_education_Bruno,17544,17544,1.0,10216,0.5823073415412676,0,0.0,5710.064168999996,0,0,3810,Hog
Hog_office_Catalina,17544,17544,1.0,12855,0.7327291381668947,0,0.0,182.18566699999997,0,0,3285,Hog
Hog_education_Caridad,17544,17544,1.0,528,0.030095759233926128,0,1898.3394,33955.103977999985,0,0,252,Hog
Hog_education_Roberto,17544,17544,1.0,6905,0.39358185134518925,0,117.1814,2749.404760999999,0,0,109,Hog
Hog_education_George,17544,17544,1.0,9147,0.521374829001368,0,0.0,747.1137259999997,0,0,9146,Hog
Hog_public_Octavia,17544,17544,1.0,6881,0.3922138622891017,0,337.4826,5582.5239,0,0,1507,Hog
Hog_assembly_Maribel,17544,17544,1.0,0,0.0,0,398.4169,3447.056151999999,0,0,5,Hog
Hog_office_Darlene,17544,17544,1.0,51,0.0029069767441860465,0,21.0927,1774.2910519999994,0,0,7,Hog
Hog_education_Mathilda,17544,17544,1.0,6531,0.37226402188782487,0,33.861999999999995,327.5221,0,0,3029,Hog
Hog_office_Myles,17544,17544,1.0,250,0.014249886000911993,0,50.0951,434.3242099999999,0,0,20,Hog
Hog_education_Jewel,17544,17544,1.0,8468,0.482672138622891,0,30.4672,493.66786299999984,0,0,4079,Hog
Hog_education_Leandro,17544,17544,1.0,9057,0.5162448700410397,0,0.0,963.2315,0,0,3101,Hog
Hog_lodging_Brian,17544,17544,1.0,14144,0.8062015503875969,0,0.0,918.0316729999997,0,0,12011,Hog
Hog_office_Eloise,17544,17544,1.0,9785,0.5577405380756953,0,0.0,613.5268829999997,0,0,3765,Hog
Hog_office_Byron,17544,17544,1.0,0,0.0,0,1043.6471999999999,12601.097539999997,0,0,19,Hog
Hog_public_Gerard,17544,17544,1.0,8539,0.48671910624715004,0,0.8789,188.0762,0,0,4413,Hog
Hog_assembly_Pedro,17544,17544,1.0,9024,0.5143638850889193,0,0.0,748.9564099999999,0,0,3935,Hog
Hog_education_Odell,17544,17544,1.0,0,0.0,0,890.579,7533.079264999998,0,0,11,Hog
Hog_health_May,17544,17544,1.0,2176,0.12403100775193798,0,545.7726,9358.11,0,0,2176,Hog
Hog_public_Brad,17544,17544,1.0,0,0.0,0,3295.1421,7064.353564999998,0,0,4,Hog
Hog_office_Emmanuel,17544,17544,1.0,10119,0.5767783857729138,0,0.0,75.03782399999997,0,0,3353,Hog
Hog_education_Haywood,17544,17544,1.0,6985,0.39814181486548106,0,128.3137,894.8473099999999,0,0,3120,Hog
Hog_public_Crystal,17544,17544,1.0,11338,0.6462608299133606,0,0.0,1331.1812,0,0,4393,Hog
Hog_office_Cortney,17544,17544,1.0,1783,0.10163018695850433,0,25.7799,1033.5403,0,0,901,Hog
Hog_office_Vera,17544,17544,1.0,13472,0.7678978568171455,0,0.0,1555.1617519999993,0,0,3540,Hog
Hog_office_Richelle,17544,17544,1.0,1475,0.08407432740538076,0,107.221,1523.0658,0,0,105,Hog
Hog_assembly_Jasmine,17544,17544,1.0,7514,0.42829457364341084,0,4.8336,181.75393599999998,0,0,3939,Hog
Hog_office_Garrett,17544,17495,0.9972070223438213,2101,0.12009145470134325,0,18.749,2188.9493,15,4,214,Hog
Hog_office_Denita,17544,17544,1.0,12621,0.719391244870041,0,0.0,1080.4129,0,0,2607,Hog
Eagle_office_Lamont,17544,17544,1.0,1195,0.06811445508435933,0,51986.3847,144393.913,0,0,533,Eagle
Eagle_health_Athena,17544,17544,1.0,130,0.007409940720474236,0,443053.63045,1406631.7374319998,0,0,78,Eagle
Eagle_office_Ryan,17544,17544,1.0,6039,0.3442202462380301,0,21306.2617,105356.99674499998,0,0,1065,Eagle
Eagle_public_Alvin,17544,17544,1.0,574,0.03271773825809394,0,101196.90345,378831.50482699997,0,0,78,Eagle
Eagle_education_Raul,17544,17544,1.0,900,0.05129958960328317,0,450966.97235,3092071.36402,0,0,819,Eagle
Eagle_education_Roman,17544,17544,1.0,1402,0.07991336069311446,0,640207.0787,3016807.66865,0,0,1327,Eagle
Eagle_office_Mandi,17544,17544,1.0,1197,0.06822845417236661,0,43936.8819,89497.622805,0,0,533,Eagle
Eagle_education_Jewell,17544,17544,1.0,6150,0.350547195622435,0,112583.8841,1329822.9649849997,0,0,1659,Eagle
Eagle_office_Henriette,17544,17544,1.0,590,0.033629730962152306,0,68297.134,194846.40273099998,0,0,506,Eagle
Eagle_health_Margo,17544,15431,0.8795599635202919,1129,0.07316440930594258,0,85793.7804,213765.72071000005,158,61,533,Eagle
Eagle_health_Reba,17544,17544,1.0,96,0.005471956224350205,0,391389.5359,1765721.628602,0,0,78,Eagle
Eagle_lodging_Edgardo,17544,17543,0.9999430004559964,84,0.004788234623496551,0,46803.7904,213788.636492,1,0,78,Eagle
Eagle_office_Sonya,17544,17544,1.0,5462,0.3113315093479252,0,187773.2127,1091438.4584829998,0,0,389,Eagle
Eagle_education_Cassie,17544,17544,1.0,6716,0.38280893752849976,0,68277.21979999999,263519.75745499996,0,0,871,Eagle
Eagle_food_Jennifer,17544,17544,1.0,6768,0.3857729138166895,0,31253.956,373897.863198,0,0,2629,Eagle
Eagle_office_Yadira,17544,17544,1.0,6728,0.38349293205654356,0,54102.76760000001,725380.4769969999,0,0,430,Eagle
Eagle_education_Peter,17544,17544,1.0,221,0.012596899224806201,0,1740656.3579,8327451.566084,0,0,154,Eagle
Eagle_health_Gregoria,17544,17544,1.0,778,0.044345645234838124,0,945447.4123,1791891.208668,0,0,365,Eagle
Eagle_lodging_Dawn,17544,17544,1.0,1196,0.06817145462836298,0,68051.0862,251253.5782229999,0,0,406,Eagle
Eagle_education_Shanna,17544,17544,1.0,128,0.00729594163246694,0,401007.97959999996,644765.649486,0,0,57,Eagle
Eagle_office_Nereida,17544,17544,1.0,1413,0.08054035567715458,0,142309.04985,591864.7974,0,0,533,Eagle
Eagle_lodging_Tressa,17544,17544,1.0,115,0.0065549475604195166,0,67693.23185000001,249934.79859199992,0,0,78,Eagle
Eagle_education_Eileen,17544,16611,0.9468194254445964,1527,0.09192703630124616,0,34513.7408,210091.8735,232,7,539,Eagle
Eagle_office_Efrain,17544,17544,1.0,8828,0.5031919744642043,0,0.0,392159.6918899999,0,0,325,Eagle
Eagle_education_Lino,17544,10910,0.6218650250797993,188,0.017231897341888177,0,313879.041,790119.416,234,216,78,Eagle
Eagle_office_Jeff,17544,17544,1.0,8683,0.4949270405836753,0,879.2130000000001,226543.883,0,0,509,Eagle
Eagle_education_Wesley,17544,17544,1.0,378,0.021545827633378933,0,126752.88510000001,413865.37802199996,0,0,143,Eagle
Eagle_assembly_Lacy,17544,17544,1.0,5166,0.29445964432284544,0,54107.295549999995,122720.65103999998,0,0,389,Eagle
Eagle_office_Chantelle,17544,17544,1.0,4111,0.2343251253989968,0,44457.11225,118170.086965,0,0,3953,Eagle
Eagle_lodging_Andy,17544,17544,1.0,2401,0.13685590515275878,0,36006.834950000004,1162606.826935999,0,0,132,Eagle
Eagle_education_Sheena,17544,17544,1.0,6160,0.3511171910624715,0,18406.73445,281440.482347,0,0,1728,Eagle
Eagle_office_Lane,17544,17544,1.0,2007,0.11439808481532147,0,32302.6959,245756.99291799997,0,0,1484,Eagle
Eagle_health_Vincenza,17544,17544,1.0,6264,0.35704514363885087,0,33352.212499999994,273922.9319069999,0,0,79,Eagle
Eagle_assembly_Ian,17544,17544,1.0,7569,0.4314295485636115,0,81630.98525,1956415.0804159993,0,0,390,Eagle
Eagle_education_Shante,17544,17544,1.0,52,0.0029639762881896944,0,1002769.3744,2678653.746293,0,0,57,Eagle
Eagle_office_Jackie,17544,17536,0.9995440036479708,79,0.004505018248175182,0,79468.4876,320017.4424,2,0,57,Eagle
Eagle_office_Isidro,17544,17544,1.0,189,0.010772913816689466,0,10858.2806,109258.88689499999,0,0,78,Eagle
Eagle_office_Donovan,17544,17544,1.0,1554,0.08857729138166895,0,17291.189,446054.062,0,0,267,Eagle
Eagle_office_Chauncey,17544,15431,0.8795599635202919,1129,0.07316440930594258,0,795812.7012,1982865.2228900006,158,61,533,Eagle
Eagle_assembly_Estelle,17544,17544,1.0,8019,0.4570793433652531,0,3043.2199499999997,104282.223,0,0,375,Eagle
Eagle_office_Phyllis,17544,17544,1.0,1197,0.06822845417236661,0,106754.30625,217454.08986799998,0,0,533,Eagle
Eagle_education_Samantha,17544,17544,1.0,223,0.012710898312813497,0,317376.56495,624703.9354929999,0,0,78,Eagle
Eagle_office_Randolph,17544,17544,1.0,672,0.038303693570451436,0,102655.29800000001,499401.54400899995,0,0,82,Eagle
Eagle_education_April,17544,17544,1.0,3172,0.18080255357957137,0,47132.05925,210447.60191299993,0,0,380,Eagle
Eagle_office_Freida,17544,17544,1.0,1729,0.09855221158230734,0,26600.281600000002,399821.07808099996,0,0,217,Eagle
Eagle_office_Francis,17544,17544,1.0,108,0.006155950752393981,0,372584.91359999997,1205521.4971829995,0,0,78,Eagle
Eagle_office_Sheree,17544,16120,0.9188326493388053,2278,0.1413151364764268,0,67457.9691,254096.68430199992,209,40,206,Eagle
Eagle_education_Sherrill,17544,17544,1.0,95,0.005414956680346557,0,1226611.7582,4475332.895158997,0,0,78,Eagle
Eagle_office_Mable,17544,17544,1.0,2778,0.15834473324213405,0,47606.07225,217253.69375199996,0,0,2437,Eagle
Eagle_education_Brooke,17544,17544,1.0,80,0.004559963520291838,0,1027212.71205,4594462.405730999,0,0,78,Eagle
Eagle_office_Demetra,17544,16954,0.9663702690378477,9551,0.5633478825056034,0,0.0,829983.7343550001,31,51,503,Eagle
Eagle_education_Alberto,17544,17544,1.0,77,0.004388964888280894,0,832479.81045,2054319.5978579996,0,0,78,Eagle
Eagle_food_Kay,17544,17544,1.0,1406,0.08014135886912904,0,123969.033,875403.077,0,0,156,Eagle
Eagle_public_Pearle,17544,17428,0.9933880528955769,7929,0.454957539591462,0,96747.2064,1546979.5547119998,5,0,738,Eagle
